0.5	6.91971e-36	1.14765e-30
0.567824	1.09627e-36	1.25766e-30
0.644847	2.6476e-37	1.31795e-30
0.732319	7.82847e-38	1.28462e-30
0.831656	2.72843e-38	1.22758e-30
0.944468	1.3324e-38	1.15076e-30
1.07258	7.81637e-39	1.18859e-30
1.21808	5.1491e-39	1.14743e-30
1.3833	3.63638e-39	1.00099e-30
1.57095	2.73573e-39	8.64698e-31
1.78404	2.19251e-39	7.40124e-31
2.02604	1.77953e-39	6.30451e-31
2.30087	1.23311e-39	5.33791e-31
2.61297	6.4556e-40	4.55477e-31
2.96741	3.13925e-40	4.08983e-31
3.36994	1.75075e-40	3.55538e-31
3.82706	1.14847e-40	3.20338e-31
4.34619	8.6767e-41	2.65465e-31
4.93574	7.44696e-41	2.4972e-31
5.60526	6.96851e-41	1.82597e-31
6.36559	6.00613e-41	1.50246e-31
7.22907	4.21045e-41	1.23543e-31
8.20967	3.41737e-41	1.03513e-31
9.32329	2.96723e-41	8.67839e-32
10.588	2.82679e-41	7.29947e-32
12.0242	2.16739e-41	6.23698e-32
13.6552	2.96723e-41	5.36419e-32
15.5075	3.16762e-41	4.63603e-32
17.6111	3.49017e-41	4.02614e-32
20	4.10528e-41	3.58231e-32
26.3947	5.34298e-41	2.77393e-32
34.834	2.18344e-41	2.26405e-32
45.9716	1.20875e-41	1.92774e-32
60.6702	8.35832e-42	1.75699e-32
80.0686	7.22683e-42	1.6967e-32
105.669	8.4291e-42	1.71525e-32
139.455	8.35832e-42	1.84845e-32
184.044	9.85213e-42	1.95945e-32
242.889	1.24233e-41	2.18828e-32
320.549	1.54361e-41	2.52463e-32
423.039	1.96709e-41	2.92777e-32
558.299	2.54937e-41	3.49502e-32
736.806	3.31099e-41	4.71796e-32
972.388	4.36408e-41	4.86649e-32
1283.29	5.71584e-41	5.54043e-32
